time="2021-03-11T16:30:43-06:00" level=info msg="Put command given for key: key0000000000065, value: val0000000000065"
time="2021-03-11T16:30:43-06:00" level=info msg="offsets not found in index cache for key key0000000000027, adding new offset"
time="2021-03-11T16:30:43-06:00" level=info msg="Put command given for key: key0000000000069, value: val0000000000069"
time="2021-03-11T16:30:43-06:00" level=info msg="Put command given for key: key0000000000058, value: val0000000000058"
time="2021-03-11T16:30:43-06:00" level=info msg="Put command given for key: key0000000000036, value: val0000000000036"
time="2021-03-11T16:30:43-06:00" level=info msg="offsets not found in index cache for key key0000000000030, adding new offset"
time="2021-03-11T16:30:43-06:00" level=info msg="Put command given for key: key0000000000043, value: val0000000000043"
time="2021-03-11T16:30:43-06:00" level=info msg="offsets not found in index cache for key key0000000000037, adding new offset"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000024, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000024, for key: key0000000000024"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000019, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Log items flushed"
time="2021-03-11T16:30:43-06:00" level=info msg="Log items flushing, threshold 10 met or shutdown signal given."
time="2021-03-11T16:30:43-06:00" level=info msg="offsets not found in index cache for key key0000000000087, adding new offset"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000019, for key: key0000000000019"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000011, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="offsets not found in index cache for key key0000000000088, adding new offset"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000011, for key: key0000000000011"
time="2021-03-11T16:30:43-06:00" level=info msg="offsets not found in index cache for key key0000000000025, adding new offset"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000081, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="offsets not found in index cache for key key0000000000062, adding new offset"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000081, for key: key0000000000081"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000077, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="offsets not found in index cache for key key0000000000006, adding new offset"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000077, for key: key0000000000077"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000080, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="offsets not found in index cache for key key0000000000065, adding new offset"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000080, for key: key0000000000080"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000074, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="offsets not found in index cache for key key0000000000069, adding new offset"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000074, for key: key0000000000074"
time="2021-03-11T16:30:43-06:00" level=info msg="offsets not found in index cache for key key0000000000058, adding new offset"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000032, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="offsets not found in index cache for key key0000000000036, adding new offset"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000032, for key: key0000000000032"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000045, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="offsets not found in index cache for key key0000000000043, adding new offset"
time="2021-03-11T16:30:43-06:00" level=info msg="Log items flushed"
time="2021-03-11T16:30:43-06:00" level=info msg="Creating checkpoint for index."
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000045, for key: key0000000000045"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000061, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000061, for key: key0000000000061"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000029, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Last offset was 0"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000029, for key: key0000000000029"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000031, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Last offset is 3465"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000031, for key: key0000000000031"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000094, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000094, for key: key0000000000094"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000071, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000071, for key: key0000000000071"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000052, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000052, for key: key0000000000052"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000075, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000075, for key: key0000000000075"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000082, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000082, for key: key0000000000082"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000009, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000009, for key: key0000000000009"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000020, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000020, for key: key0000000000020"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000057, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000057, for key: key0000000000057"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000014, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000014, for key: key0000000000014"
time="2021-03-11T16:30:43-06:00" level=info msg="Swapping index file."
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000072, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="index items flushed"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000072, for key: key0000000000072"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000002, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000002, for key: key0000000000002"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000017, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000017, for key: key0000000000017"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000005, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000005, for key: key0000000000005"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000047, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000047, for key: key0000000000047"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000039, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000039, for key: key0000000000039"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000038, value: "
time="2021-03-11T16:30:43-06:00" level=info msg="Get command successful found value: val0000000000038, for key: key0000000000038"
time="2021-03-11T16:30:43-06:00" level=info msg="Get command given for key: key0000000000003, value: "
